Perijove,Time (UTC),SC Range to Io (km),SC Altitude (km),SC Latitude (deg),SC W Longitude (deg),Subsolar Latitude (deg),Subsolar W Longitude (deg),Sun-Io-SC Angle (deg),JIRAM scale (km/pixel),JunoCAM scale (km/pixel)
PJ62,06/13/2024 16:09:50.018,34763.5809,32942.3507,-40.5672,320.2902,2.9993,230.1869,92.0286,7.8326,22.1603
PJ62,06/13/2024 16:09:50.518,34770.3525,32949.1185,-40.5449,320.2912,2.9993,230.1881,92.0276,7.8342,22.1649
PJ62,06/13/2024 16:09:51.018,34777.1293,32955.8915,-40.5226,320.2923,2.9993,230.1892,92.0267,7.8358,22.1694
PJ62,06/13/2024 16:09:51.518,34783.9114,32962.6698,-40.5004,320.2934,2.9993,230.1904,92.0258,7.8374,22.1740
PJ62,06/13/2024 16:09:52.018,34790.6987,32969.4534,-40.4781,320.2944,2.9993,230.1916,92.0248,7.8390,22.1786
PJ62,06/13/2024 16:09:52.518,34797.4913,32976.2421,-40.4559,320.2955,2.9993,230.1928,92.0239,7.8407,22.1831
PJ62,06/13/2024 16:09:53.018,34804.2891,32983.0361,-40.4337,320.2966,2.9993,230.1940,92.0229,7.8423,22.1877
PJ62,06/13/2024 16:09:53.518,34811.0921,32989.8354,-40.4115,320.2977,2.9993,230.1951,92.0220,7.8439,22.1923
PJ62,06/13/2024 16:09:54.018,34817.9004,32996.6399,-40.3893,320.2987,2.9993,230.1963,92.0211,7.8455,22.1968
PJ62,06/13/2024 16:09:54.518,34824.7139,33003.4496,-40.3671,320.2998,2.9993,230.1975,92.0201,7.8471,22.2014
PJ62,06/13/2024 16:09:55.018,34831.5326,33010.2645,-40.3449,320.3009,2.9993,230.1987,92.0192,7.8488,22.2060
PJ62,06/13/2024 16:09:55.518,34838.3565,33017.0846,-40.3227,320.3019,2.9993,230.1998,92.0182,7.8504,22.2106
PJ62,06/13/2024 16:09:56.018,34845.1857,33023.9100,-40.3005,320.3030,2.9993,230.2010,92.0173,7.8520,22.2152
PJ62,06/13/2024 16:09:56.518,34852.0200,33030.7406,-40.2783,320.3041,2.9993,230.2022,92.0164,7.8536,22.2198
PJ62,06/13/2024 16:09:57.018,34858.8596,33037.5764,-40.2562,320.3052,2.9993,230.2034,92.0154,7.8552,22.2244
PJ62,06/13/2024 16:09:57.518,34865.7044,33044.4174,-40.2340,320.3062,2.9993,230.2046,92.0145,7.8569,22.2290
PJ62,06/13/2024 16:09:58.018,34872.5544,33051.2636,-40.2119,320.3073,2.9993,230.2057,92.0135,7.8585,22.2336
PJ62,06/13/2024 16:09:58.518,34879.4095,33058.1150,-40.1898,320.3084,2.9993,230.2069,92.0126,7.8601,22.2382
PJ62,06/13/2024 16:09:59.018,34886.2699,33064.9716,-40.1677,320.3095,2.9993,230.2081,92.0117,7.8618,22.2428
PJ62,06/13/2024 16:09:59.518,34893.1355,33071.8334,-40.1455,320.3105,2.9993,230.2093,92.0107,7.8634,22.2474
PJ62,06/13/2024 16:10:00.018,34900.0063,33078.7004,-40.1234,320.3116,2.9993,230.2104,92.0098,7.8650,22.2520
PJ62,06/13/2024 16:10:00.518,34906.8822,33085.5726,-40.1013,320.3127,2.9993,230.2116,92.0088,7.8667,22.2567
PJ62,06/13/2024 16:10:01.018,34913.7634,33092.4500,-40.0793,320.3138,2.9993,230.2128,92.0079,7.8683,22.2613
PJ62,06/13/2024 16:10:01.518,34920.6497,33099.3325,-40.0572,320.3148,2.9993,230.2140,92.0070,7.8699,22.2659
PJ62,06/13/2024 16:10:02.018,34927.5412,33106.2203,-40.0351,320.3159,2.9993,230.2152,92.0060,7.8716,22.2706
PJ62,06/13/2024 16:10:02.518,34934.4379,33113.1132,-40.0131,320.3170,2.9993,230.2163,92.0051,7.8732,22.2752
PJ62,06/13/2024 16:10:03.018,34941.3398,33120.0113,-39.9910,320.3181,2.9993,230.2175,92.0041,7.8748,22.2798
PJ62,06/13/2024 16:10:03.518,34948.2468,33126.9146,-39.9690,320.3191,2.9993,230.2187,92.0032,7.8765,22.2845
PJ62,06/13/2024 16:10:04.018,34955.1590,33133.8230,-39.9469,320.3202,2.9993,230.2199,92.0023,7.8781,22.2891
PJ62,06/13/2024 16:10:04.518,34962.0763,33140.7366,-39.9249,320.3213,2.9993,230.2210,92.0013,7.8798,22.2938
PJ62,06/13/2024 16:10:05.018,34968.9989,33147.6554,-39.9029,320.3224,2.9993,230.2222,92.0004,7.8814,22.2984
PJ62,06/13/2024 16:10:05.518,34975.9266,33154.5793,-39.8809,320.3234,2.9993,230.2234,91.9995,7.8831,22.3031
PJ62,06/13/2024 16:10:06.018,34982.8594,33161.5084,-39.8589,320.3245,2.9993,230.2246,91.9985,7.8847,22.3077
PJ62,06/13/2024 16:10:06.518,34989.7974,33168.4427,-39.8369,320.3256,2.9993,230.2258,91.9976,7.8864,22.3124
PJ62,06/13/2024 16:10:07.018,34996.7405,33175.3821,-39.8149,320.3267,2.9993,230.2269,91.9966,7.8880,22.3171
PJ62,06/13/2024 16:10:07.518,35003.6888,33182.3266,-39.7929,320.3277,2.9993,230.2281,91.9957,7.8897,22.3218
PJ62,06/13/2024 16:10:08.018,35010.6422,33189.2763,-39.7710,320.3288,2.9993,230.2293,91.9948,7.8913,22.3264
PJ62,06/13/2024 16:10:08.518,35017.6008,33196.2312,-39.7490,320.3299,2.9993,230.2305,91.9938,7.8930,22.3311
PJ62,06/13/2024 16:10:09.018,35024.5645,33203.1911,-39.7271,320.3310,2.9993,230.2316,91.9929,7.8946,22.3358
PJ62,06/13/2024 16:10:09.518,35031.5334,33210.1562,-39.7051,320.3320,2.9993,230.2328,91.9920,7.8963,22.3405
PJ62,06/13/2024 16:10:10.018,35038.5073,33217.1265,-39.6832,320.3331,2.9993,230.2340,91.9910,7.8979,22.3452
PJ62,06/13/2024 16:10:10.518,35045.4864,33224.1018,-39.6613,320.3342,2.9993,230.2352,91.9901,7.8996,22.3499
PJ62,06/13/2024 16:10:11.018,35052.4707,33231.0823,-39.6394,320.3353,2.9993,230.2363,91.9891,7.9013,22.3545
PJ62,06/13/2024 16:10:11.518,35059.4600,33238.0680,-39.6175,320.3363,2.9993,230.2375,91.9882,7.9029,22.3592
PJ62,06/13/2024 16:10:12.018,35066.4545,33245.0587,-39.5956,320.3374,2.9993,230.2387,91.9873,7.9046,22.3640
PJ62,06/13/2024 16:10:12.518,35073.4541,33252.0546,-39.5737,320.3385,2.9993,230.2399,91.9863,7.9062,22.3687
PJ62,06/13/2024 16:10:13.018,35080.4588,33259.0555,-39.5518,320.3396,2.9993,230.2411,91.9854,7.9079,22.3734
PJ62,06/13/2024 16:10:13.518,35087.4686,33266.0616,-39.5299,320.3406,2.9993,230.2422,91.9845,7.9096,22.3781
PJ62,06/13/2024 16:10:14.018,35094.4835,33273.0728,-39.5081,320.3417,2.9993,230.2434,91.9835,7.9112,22.3828
PJ62,06/13/2024 16:10:14.518,35101.5035,33280.0891,-39.4862,320.3428,2.9993,230.2446,91.9826,7.9129,22.3875
PJ62,06/13/2024 16:10:15.018,35108.5286,33287.1105,-39.4644,320.3439,2.9993,230.2458,91.9817,7.9146,22.3922
PJ62,06/13/2024 16:10:15.518,35115.5588,33294.1370,-39.4425,320.3450,2.9993,230.2469,91.9807,7.9162,22.3970
PJ62,06/13/2024 16:10:16.018,35122.5942,33301.1686,-39.4207,320.3460,2.9993,230.2481,91.9798,7.9179,22.4017
PJ62,06/13/2024 16:10:16.518,35129.6346,33308.2053,-39.3989,320.3471,2.9993,230.2493,91.9788,7.9196,22.4064
PJ62,06/13/2024 16:10:17.018,35136.6801,33315.2471,-39.3771,320.3482,2.9993,230.2505,91.9779,7.9213,22.4112
PJ62,06/13/2024 16:10:17.518,35143.7306,33322.2940,-39.3553,320.3493,2.9993,230.2517,91.9770,7.9229,22.4159
PJ62,06/13/2024 16:10:18.018,35150.7863,33329.3460,-39.3335,320.3504,2.9993,230.2528,91.9760,7.9246,22.4207
PJ62,06/13/2024 16:10:18.518,35157.8470,33336.4030,-39.3117,320.3514,2.9993,230.2540,91.9751,7.9263,22.4254
PJ62,06/13/2024 16:10:19.018,35164.9129,33343.4651,-39.2900,320.3525,2.9993,230.2552,91.9742,7.9280,22.4301
PJ62,06/13/2024 16:10:19.518,35171.9837,33350.5323,-39.2682,320.3536,2.9993,230.2564,91.9732,7.9297,22.4349
PJ62,06/13/2024 16:10:20.018,35179.0597,33357.6046,-39.2464,320.3547,2.9993,230.2575,91.9723,7.9313,22.4397
PJ62,06/13/2024 16:10:20.518,35186.1407,33364.6819,-39.2247,320.3557,2.9993,230.2587,91.9714,7.9330,22.4444
PJ62,06/13/2024 16:10:21.018,35193.2268,33371.7643,-39.2030,320.3568,2.9993,230.2599,91.9704,7.9347,22.4492
PJ62,06/13/2024 16:10:21.518,35200.3180,33378.8518,-39.1812,320.3579,2.9993,230.2611,91.9695,7.9364,22.4540
PJ62,06/13/2024 16:10:22.018,35207.4142,33385.9443,-39.1595,320.3590,2.9993,230.2623,91.9686,7.9381,22.4587
PJ62,06/13/2024 16:10:22.518,35214.5155,33393.0419,-39.1378,320.3601,2.9993,230.2634,91.9676,7.9398,22.4635
PJ62,06/13/2024 16:10:23.018,35221.6218,33400.1445,-39.1161,320.3611,2.9993,230.2646,91.9667,7.9415,22.4683
PJ62,06/13/2024 16:10:23.518,35228.7332,33407.2522,-39.0944,320.3622,2.9993,230.2658,91.9658,7.9431,22.4731
PJ62,06/13/2024 16:10:24.018,35235.8496,33414.3649,-39.0727,320.3633,2.9993,230.2670,91.9648,7.9448,22.4778
PJ62,06/13/2024 16:10:24.518,35242.9710,33421.4827,-39.0510,320.3644,2.9993,230.2681,91.9639,7.9465,22.4826
PJ62,06/13/2024 16:10:25.018,35250.0975,33428.6055,-39.0294,320.3655,2.9993,230.2693,91.9630,7.9482,22.4874
PJ62,06/13/2024 16:10:25.518,35257.2291,33435.7334,-39.0077,320.3666,2.9993,230.2705,91.9620,7.9499,22.4922
PJ62,06/13/2024 16:10:26.018,35264.3656,33442.8663,-38.9861,320.3676,2.9993,230.2717,91.9611,7.9516,22.4970
PJ62,06/13/2024 16:10:26.518,35271.5072,33450.0042,-38.9644,320.3687,2.9993,230.2729,91.9602,7.9533,22.5018
PJ62,06/13/2024 16:10:27.018,35278.6539,33457.1472,-38.9428,320.3698,2.9993,230.2740,91.9592,7.9550,22.5066
PJ62,06/13/2024 16:10:27.518,35285.8055,33464.2952,-38.9212,320.3709,2.9993,230.2752,91.9583,7.9567,22.5114
PJ62,06/13/2024 16:10:28.018,35292.9622,33471.4482,-38.8995,320.3720,2.9993,230.2764,91.9574,7.9584,22.5162
PJ62,06/13/2024 16:10:28.518,35300.1239,33478.6062,-38.8779,320.3730,2.9993,230.2776,91.9564,7.9601,22.5211
PJ62,06/13/2024 16:10:29.018,35307.2906,33485.7692,-38.8563,320.3741,2.9993,230.2787,91.9555,7.9618,22.5259
PJ62,06/13/2024 16:10:29.518,35314.4623,33492.9373,-38.8347,320.3752,2.9993,230.2799,91.9546,7.9635,22.5307
PJ62,06/13/2024 16:10:30.018,35321.6391,33500.1104,-38.8132,320.3763,2.9993,230.2811,91.9536,7.9652,22.5355
PJ62,06/13/2024 16:10:30.518,35328.8208,33507.2885,-38.7916,320.3774,2.9993,230.2823,91.9527,7.9669,22.5404
PJ62,06/13/2024 16:10:31.018,35336.0075,33514.4716,-38.7700,320.3785,2.9993,230.2834,91.9518,7.9686,22.5452
PJ62,06/13/2024 16:10:31.518,35343.1993,33521.6596,-38.7485,320.3795,2.9993,230.2846,91.9508,7.9703,22.5500
PJ62,06/13/2024 16:10:32.018,35350.3960,33528.8527,-38.7269,320.3806,2.9993,230.2858,91.9499,7.9721,22.5549
PJ62,06/13/2024 16:10:32.518,35357.5978,33536.0508,-38.7054,320.3817,2.9993,230.2870,91.9490,7.9738,22.5597
PJ62,06/13/2024 16:10:33.018,35364.8045,33543.2539,-38.6839,320.3828,2.9993,230.2882,91.9480,7.9755,22.5645
PJ62,06/13/2024 16:10:33.518,35372.0162,33550.4620,-38.6624,320.3839,2.9993,230.2893,91.9471,7.9772,22.5694
PJ62,06/13/2024 16:10:34.018,35379.2329,33557.6750,-38.6408,320.3849,2.9993,230.2905,91.9462,7.9789,22.5742
PJ62,06/13/2024 16:10:34.518,35386.4546,33564.8931,-38.6193,320.3860,2.9993,230.2917,91.9453,7.9806,22.5791
PJ62,06/13/2024 16:10:35.018,35393.6813,33572.1161,-38.5978,320.3871,2.9993,230.2929,91.9443,7.9823,22.5840
PJ62,06/13/2024 16:10:35.518,35400.9129,33579.3441,-38.5764,320.3882,2.9993,230.2940,91.9434,7.9841,22.5888
PJ62,06/13/2024 16:10:36.018,35408.1495,33586.5771,-38.5549,320.3893,2.9993,230.2952,91.9425,7.9858,22.5937
PJ62,06/13/2024 16:10:36.518,35415.3911,33593.8150,-38.5334,320.3904,2.9993,230.2964,91.9415,7.9875,22.5986
PJ62,06/13/2024 16:10:37.018,35422.6377,33601.0579,-38.5120,320.3914,2.9993,230.2976,91.9406,7.9892,22.6034
PJ62,06/13/2024 16:10:37.518,35429.8892,33608.3058,-38.4905,320.3925,2.9993,230.2988,91.9397,7.9909,22.6083
PJ62,06/13/2024 16:10:38.018,35437.1457,33615.5587,-38.4691,320.3936,2.9993,230.2999,91.9387,7.9927,22.6132
PJ62,06/13/2024 16:10:38.518,35444.4071,33622.8165,-38.4476,320.3947,2.9993,230.3011,91.9378,7.9944,22.6181
PJ62,06/13/2024 16:10:39.018,35451.6735,33630.0792,-38.4262,320.3958,2.9993,230.3023,91.9369,7.9961,22.6230
PJ62,06/13/2024 16:10:39.518,35458.9448,33637.3470,-38.4048,320.3969,2.9993,230.3035,91.9360,7.9979,22.6278
PJ62,06/13/2024 16:10:40.018,35466.2211,33644.6196,-38.3834,320.3980,2.9993,230.3046,91.9350,7.9996,22.6327
PJ62,06/13/2024 16:10:40.518,35473.5024,33651.8973,-38.3620,320.3990,2.9993,230.3058,91.9341,8.0013,22.6376
PJ62,06/13/2024 16:10:41.018,35480.7885,33659.1798,-38.3406,320.4001,2.9993,230.3070,91.9332,8.0030,22.6425
PJ62,06/13/2024 16:10:41.518,35488.0797,33666.4673,-38.3192,320.4012,2.9993,230.3082,91.9322,8.0048,22.6474
PJ62,06/13/2024 16:10:42.018,35495.3757,33673.7598,-38.2979,320.4023,2.9993,230.3094,91.9313,8.0065,22.6523
PJ62,06/13/2024 16:10:42.518,35502.6767,33681.0572,-38.2765,320.4034,2.9993,230.3105,91.9304,8.0082,22.6572
PJ62,06/13/2024 16:10:43.018,35509.9826,33688.3595,-38.2552,320.4045,2.9993,230.3117,91.9295,8.0100,22.6622
PJ62,06/13/2024 16:10:43.518,35517.2935,33695.6667,-38.2338,320.4056,2.9993,230.3129,91.9285,8.0117,22.6671
PJ62,06/13/2024 16:10:44.018,35524.6093,33702.9789,-38.2125,320.4066,2.9993,230.3141,91.9276,8.0135,22.6720
PJ62,06/13/2024 16:10:44.518,35531.9300,33710.2960,-38.1911,320.4077,2.9993,230.3152,91.9267,8.0152,22.6769
PJ62,06/13/2024 16:10:45.018,35539.2556,33717.6180,-38.1698,320.4088,2.9993,230.3164,91.9257,8.0169,22.6818
PJ62,06/13/2024 16:10:45.518,35546.5861,33724.9449,-38.1485,320.4099,2.9993,230.3176,91.9248,8.0187,22.6868
PJ62,06/13/2024 16:10:46.018,35553.9216,33732.2768,-38.1272,320.4110,2.9993,230.3188,91.9239,8.0204,22.6917
PJ62,06/13/2024 16:10:46.518,35561.2619,33739.6135,-38.1059,320.4121,2.9993,230.3200,91.9230,8.0222,22.6966
PJ62,06/13/2024 16:10:47.018,35568.6072,33746.9552,-38.0846,320.4132,2.9993,230.3211,91.9220,8.0239,22.7016
PJ62,06/13/2024 16:10:47.518,35575.9574,33754.3018,-38.0634,320.4142,2.9993,230.3223,91.9211,8.0257,22.7065
PJ62,06/13/2024 16:10:48.018,35583.3124,33761.6532,-38.0421,320.4153,2.9993,230.3235,91.9202,8.0274,22.7115
PJ62,06/13/2024 16:10:48.518,35590.6724,33769.0096,-38.0209,320.4164,2.9993,230.3247,91.9192,8.0292,22.7164
PJ62,06/13/2024 16:10:49.018,35598.0373,33776.3709,-37.9996,320.4175,2.9993,230.3258,91.9183,8.0309,22.7214
PJ62,06/13/2024 16:10:49.518,35605.4070,33783.7371,-37.9784,320.4186,2.9993,230.3270,91.9174,8.0327,22.7263
PJ62,06/13/2024 16:10:50.018,35612.7816,33791.1081,-37.9571,320.4197,2.9993,230.3282,91.9165,8.0344,22.7313
PJ62,06/13/2024 16:10:50.518,35620.1612,33798.4841,-37.9359,320.4208,2.9993,230.3294,91.9155,8.0362,22.7362
PJ62,06/13/2024 16:10:51.018,35627.5456,33805.8649,-37.9147,320.4219,2.9993,230.3305,91.9146,8.0379,22.7412
PJ62,06/13/2024 16:10:51.518,35634.9349,33813.2506,-37.8935,320.4229,2.9993,230.3317,91.9137,8.0397,22.7462
PJ62,06/13/2024 16:10:52.018,35642.3290,33820.6412,-37.8723,320.4240,2.9993,230.3329,91.9128,8.0414,22.7511
PJ62,06/13/2024 16:10:52.518,35649.7281,33828.0367,-37.8511,320.4251,2.9993,230.3341,91.9118,8.0432,22.7561
PJ62,06/13/2024 16:10:53.018,35657.1320,33835.4370,-37.8299,320.4262,2.9993,230.3353,91.9109,8.0450,22.7611
PJ62,06/13/2024 16:10:53.518,35664.5408,33842.8422,-37.8088,320.4273,2.9993,230.3364,91.9100,8.0467,22.7661
PJ62,06/13/2024 16:10:54.018,35671.9544,33850.2523,-37.7876,320.4284,2.9993,230.3376,91.9091,8.0485,22.7711
PJ62,06/13/2024 16:10:54.518,35679.3729,33857.6672,-37.7665,320.4295,2.9993,230.3388,91.9081,8.0502,22.7761
PJ62,06/13/2024 16:10:55.018,35686.7963,33865.0870,-37.7453,320.4306,2.9993,230.3400,91.9072,8.0520,22.7810
PJ62,06/13/2024 16:10:55.518,35694.2245,33872.5117,-37.7242,320.4316,2.9993,230.3411,91.9063,8.0538,22.7860
PJ62,06/13/2024 16:10:56.018,35701.6576,33879.9412,-37.7031,320.4327,2.9993,230.3423,91.9054,8.0555,22.7910
PJ62,06/13/2024 16:10:56.518,35709.0955,33887.3755,-37.6819,320.4338,2.9993,230.3435,91.9044,8.0573,22.7960
PJ62,06/13/2024 16:10:57.018,35716.5383,33894.8148,-37.6608,320.4349,2.9993,230.3447,91.9035,8.0591,22.8010
PJ62,06/13/2024 16:10:57.518,35723.9859,33902.2588,-37.6397,320.4360,2.9993,230.3459,91.9026,8.0608,22.8060
PJ62,06/13/2024 16:10:58.018,35731.4383,33909.7077,-37.6187,320.4371,2.9993,230.3470,91.9017,8.0626,22.8111
PJ62,06/13/2024 16:10:58.518,35738.8956,33917.1614,-37.5976,320.4382,2.9993,230.3482,91.9007,8.0644,22.8161
PJ62,06/13/2024 16:10:59.018,35746.3577,33924.6200,-37.5765,320.4393,2.9993,230.3494,91.8998,8.0662,22.8211
PJ62,06/13/2024 16:10:59.518,35753.8247,33932.0834,-37.5554,320.4404,2.9993,230.3506,91.8989,8.0679,22.8261
PJ62,06/13/2024 16:11:00.018,35761.2965,33939.5517,-37.5344,320.4415,2.9993,230.3517,91.8980,8.0697,22.8311
PJ62,06/13/2024 16:11:00.518,35768.7731,33947.0247,-37.5133,320.4425,2.9993,230.3529,91.8970,8.0715,22.8362
PJ62,06/13/2024 16:11:01.018,35776.2545,33954.5026,-37.4923,320.4436,2.9993,230.3541,91.8961,8.0733,22.8412
PJ62,06/13/2024 16:11:01.518,35783.7408,33961.9853,-37.4713,320.4447,2.9993,230.3553,91.8952,8.0750,22.8462
PJ62,06/13/2024 16:11:02.018,35791.2318,33969.4729,-37.4502,320.4458,2.9993,230.3565,91.8943,8.0768,22.8513
PJ62,06/13/2024 16:11:02.518,35798.7277,33976.9652,-37.4292,320.4469,2.9993,230.3576,91.8934,8.0786,22.8563
PJ62,06/13/2024 16:11:03.018,35806.2284,33984.4624,-37.4082,320.4480,2.9993,230.3588,91.8924,8.0804,22.8613
PJ62,06/13/2024 16:11:03.518,35813.7339,33991.9643,-37.3872,320.4491,2.9993,230.3600,91.8915,8.0822,22.8664
PJ62,06/13/2024 16:11:04.018,35821.2442,33999.4711,-37.3663,320.4502,2.9993,230.3612,91.8906,8.0840,22.8714
PJ62,06/13/2024 16:11:04.518,35828.7593,34006.9827,-37.3453,320.4513,2.9993,230.3623,91.8897,8.0857,22.8765
PJ62,06/13/2024 16:11:05.018,35836.2792,34014.4991,-37.3243,320.4524,2.9993,230.3635,91.8887,8.0875,22.8816
PJ62,06/13/2024 16:11:05.518,35843.8039,34022.0202,-37.3034,320.4534,2.9993,230.3647,91.8878,8.0893,22.8866
PJ62,06/13/2024 16:11:06.018,35851.3334,34029.5462,-37.2824,320.4545,2.9993,230.3659,91.8869,8.0911,22.8917
PJ62,06/13/2024 16:11:06.518,35858.8677,34037.0770,-37.2615,320.4556,2.9993,230.3671,91.8860,8.0929,22.8967
PJ62,06/13/2024 16:11:07.018,35866.4068,34044.6125,-37.2405,320.4567,2.9993,230.3682,91.8851,8.0947,22.9018
PJ62,06/13/2024 16:11:07.518,35873.9506,34052.1529,-37.2196,320.4578,2.9993,230.3694,91.8841,8.0965,22.9069
PJ62,06/13/2024 16:11:08.018,35881.4993,34059.6980,-37.1987,320.4589,2.9993,230.3706,91.8832,8.0983,22.9120
PJ62,06/13/2024 16:11:08.518,35889.0527,34067.2479,-37.1778,320.4600,2.9993,230.3718,91.8823,8.1001,22.9170
PJ62,06/13/2024 16:11:09.018,35896.6109,34074.8026,-37.1569,320.4611,2.9993,230.3729,91.8814,8.1019,22.9221
PJ62,06/13/2024 16:11:09.518,35904.1738,34082.3620,-37.1360,320.4622,2.9993,230.3741,91.8805,8.1037,22.9272
PJ62,06/13/2024 16:11:10.018,35911.7416,34089.9262,-37.1151,320.4633,2.9993,230.3753,91.8795,8.1055,22.9323
PJ62,06/13/2024 16:11:10.518,35919.3140,34097.4952,-37.0943,320.4644,2.9993,230.3765,91.8786,8.1073,22.9374
PJ62,06/13/2024 16:11:11.018,35926.8913,34105.0690,-37.0734,320.4655,2.9993,230.3776,91.8777,8.1091,22.9425
PJ62,06/13/2024 16:11:11.518,35934.4733,34112.6475,-37.0526,320.4666,2.9993,230.3788,91.8768,8.1109,22.9476
PJ62,06/13/2024 16:11:12.018,35942.0601,34120.2307,-37.0317,320.4676,2.9993,230.3800,91.8759,8.1127,22.9527
PJ62,06/13/2024 16:11:12.518,35949.6516,34127.8188,-37.0109,320.4687,2.9993,230.3812,91.8749,8.1145,22.9578
PJ62,06/13/2024 16:11:13.018,35957.2479,34135.4115,-36.9900,320.4698,2.9993,230.3824,91.8740,8.1163,22.9629
PJ62,06/13/2024 16:11:13.518,35964.8489,34143.0091,-36.9692,320.4709,2.9993,230.3835,91.8731,8.1181,22.9680
PJ62,06/13/2024 16:11:14.018,35972.4547,34150.6114,-36.9484,320.4720,2.9993,230.3847,91.8722,8.1199,22.9731
PJ62,06/13/2024 16:11:14.518,35980.0652,34158.2184,-36.9276,320.4731,2.9993,230.3859,91.8713,8.1217,22.9782
PJ62,06/13/2024 16:11:15.018,35987.6804,34165.8301,-36.9068,320.4742,2.9993,230.3871,91.8703,8.1235,22.9834
PJ62,06/13/2024 16:11:15.518,35995.3004,34173.4466,-36.8860,320.4753,2.9993,230.3882,91.8694,8.1253,22.9885
PJ62,06/13/2024 16:11:16.018,36002.9251,34181.0679,-36.8653,320.4764,2.9993,230.3894,91.8685,8.1271,22.9936
PJ62,06/13/2024 16:11:16.518,36010.5546,34188.6938,-36.8445,320.4775,2.9993,230.3906,91.8676,8.1289,22.9987
PJ62,06/13/2024 16:11:17.018,36018.1887,34196.3245,-36.8238,320.4786,2.9993,230.3918,91.8667,8.1308,23.0039
PJ62,06/13/2024 16:11:17.518,36025.8276,34203.9599,-36.8030,320.4797,2.9993,230.3930,91.8658,8.1326,23.0090
PJ62,06/13/2024 16:11:18.018,36033.4712,34211.6001,-36.7823,320.4808,2.9993,230.3941,91.8648,8.1344,23.0141
PJ62,06/13/2024 16:11:18.518,36041.1196,34219.2449,-36.7615,320.4819,2.9993,230.3953,91.8639,8.1362,23.0193
PJ62,06/13/2024 16:11:19.018,36048.7726,34226.8945,-36.7408,320.4830,2.9993,230.3965,91.8630,8.1380,23.0244
PJ62,06/13/2024 16:11:19.518,36056.4304,34234.5488,-36.7201,320.4841,2.9993,230.3977,91.8621,8.1398,23.0296
PJ62,06/13/2024 16:11:20.018,36064.0929,34242.2078,-36.6994,320.4851,2.9993,230.3988,91.8612,8.1417,23.0347
PJ62,06/13/2024 16:11:20.518,36071.7600,34249.8715,-36.6787,320.4862,2.9993,230.4000,91.8603,8.1435,23.0399
PJ62,06/13/2024 16:11:21.018,36079.4319,34257.5399,-36.6580,320.4873,2.9993,230.4012,91.8593,8.1453,23.0450
PJ62,06/13/2024 16:11:21.518,36087.1085,34265.2130,-36.6373,320.4884,2.9993,230.4024,91.8584,8.1471,23.0502
PJ62,06/13/2024 16:11:22.018,36094.7898,34272.8908,-36.6167,320.4895,2.9993,230.4036,91.8575,8.1490,23.0554
PJ62,06/13/2024 16:11:22.518,36102.4757,34280.5734,-36.5960,320.4906,2.9993,230.4047,91.8566,8.1508,23.0605
PJ62,06/13/2024 16:11:23.018,36110.1664,34288.2606,-36.5754,320.4917,2.9993,230.4059,91.8557,8.1526,23.0657
PJ62,06/13/2024 16:11:23.518,36117.8617,34295.9525,-36.5547,320.4928,2.9993,230.4071,91.8548,8.1544,23.0709
PJ62,06/13/2024 16:11:24.018,36125.5618,34303.6490,-36.5341,320.4939,2.9993,230.4083,91.8538,8.1563,23.0761
PJ62,06/13/2024 16:11:24.518,36133.2665,34311.3503,-36.5135,320.4950,2.9993,230.4094,91.8529,8.1581,23.0812
PJ62,06/13/2024 16:11:25.018,36140.9759,34319.0562,-36.4928,320.4961,2.9993,230.4106,91.8520,8.1599,23.0864
PJ62,06/13/2024 16:11:25.518,36148.6899,34326.7669,-36.4722,320.4972,2.9993,230.4118,91.8511,8.1618,23.0916
PJ62,06/13/2024 16:11:26.018,36156.4087,34334.4822,-36.4516,320.4983,2.9993,230.4130,91.8502,8.1636,23.0968
PJ62,06/13/2024 16:11:26.518,36164.1321,34342.2021,-36.4311,320.4994,2.9993,230.4142,91.8493,8.1654,23.1020
PJ62,06/13/2024 16:11:27.018,36171.8602,34349.9268,-36.4105,320.5005,2.9993,230.4153,91.8484,8.1673,23.1072
PJ62,06/13/2024 16:11:27.518,36179.5929,34357.6561,-36.3899,320.5016,2.9993,230.4165,91.8474,8.1691,23.1124
PJ62,06/13/2024 16:11:28.018,36187.3303,34365.3901,-36.3693,320.5027,2.9993,230.4177,91.8465,8.1710,23.1176
PJ62,06/13/2024 16:11:28.518,36195.0724,34373.1287,-36.3488,320.5038,2.9993,230.4189,91.8456,8.1728,23.1228
PJ62,06/13/2024 16:11:29.018,36202.8191,34380.8720,-36.3282,320.5049,2.9993,230.4200,91.8447,8.1746,23.1280
PJ62,06/13/2024 16:11:29.518,36210.5705,34388.6199,-36.3077,320.5060,2.9993,230.4212,91.8438,8.1765,23.1332
PJ62,06/13/2024 16:11:30.018,36218.3265,34396.3725,-36.2872,320.5071,2.9993,230.4224,91.8429,8.1783,23.1384
PJ62,06/13/2024 16:11:30.518,36226.0872,34404.1297,-36.2667,320.5082,2.9993,230.4236,91.8420,8.1802,23.1437
PJ62,06/13/2024 16:11:31.018,36233.8525,34411.8916,-36.2461,320.5093,2.9993,230.4247,91.8411,8.1820,23.1489
PJ62,06/13/2024 16:11:31.518,36241.6224,34419.6582,-36.2256,320.5104,2.9993,230.4259,91.8401,8.1839,23.1541
