Perijove,Time (UTC),SC Range to Io (km),SC Altitude (km),SC Latitude (deg),SC W Longitude (deg),Subsolar Latitude (deg),Subsolar W Longitude (deg),Sun-Io-SC Angle (deg),JIRAM scale (km/pixel),JunoCAM scale (km/pixel)
PJ62,06/13/2024 15:53:34.017,34035.7538,32220.0506,-88.6785,129.4390,2.9994,227.8883,93.1929,7.6609,21.6744
PJ62,06/13/2024 15:53:34.517,34029.6051,32213.9020,-88.7014,129.2911,2.9994,227.8895,93.1929,7.6594,21.6703
PJ62,06/13/2024 15:53:35.017,34023.4619,32207.7590,-88.7244,129.1377,2.9994,227.8906,93.1929,7.6579,21.6662
PJ62,06/13/2024 15:53:35.517,34017.3244,32201.6216,-88.7474,128.9786,2.9994,227.8918,93.1929,7.6565,21.6620
PJ62,06/13/2024 15:53:36.017,34011.1924,32195.4897,-88.7703,128.8134,2.9994,227.8930,93.1929,7.6550,21.6579
PJ62,06/13/2024 15:53:36.517,34005.0660,32189.3635,-88.7933,128.6419,2.9994,227.8942,93.1929,7.6536,21.6538
PJ62,06/13/2024 15:53:37.017,33998.9451,32183.2428,-88.8162,128.4636,2.9994,227.8953,93.1929,7.6521,21.6497
PJ62,06/13/2024 15:53:37.517,33992.8299,32177.1277,-88.8392,128.2781,2.9994,227.8965,93.1929,7.6507,21.6456
PJ62,06/13/2024 15:53:38.017,33986.7203,32171.0182,-88.8621,128.0851,2.9994,227.8977,93.1929,7.6492,21.6414
PJ62,06/13/2024 15:53:38.517,33980.6162,32164.9142,-88.8851,127.8839,2.9994,227.8989,93.1929,7.6478,21.6373
PJ62,06/13/2024 15:53:39.017,33974.5178,32158.8159,-88.9080,127.6742,2.9994,227.9001,93.1929,7.6463,21.6332
PJ62,06/13/2024 15:53:39.517,33968.4249,32152.7232,-88.9309,127.4554,2.9994,227.9012,93.1928,7.6449,21.6291
PJ62,06/13/2024 15:53:40.017,33962.3377,32146.6361,-88.9538,127.2269,2.9994,227.9024,93.1928,7.6434,21.6250
PJ62,06/13/2024 15:53:40.517,33956.2561,32140.5545,-88.9767,126.9880,2.9994,227.9036,93.1928,7.6420,21.6210
PJ62,06/13/2024 15:53:41.017,33950.1800,32134.4786,-88.9996,126.7380,2.9994,227.9048,93.1928,7.6405,21.6169
PJ62,06/13/2024 15:53:41.517,33944.1096,32128.4083,-89.0225,126.4761,2.9994,227.9059,93.1928,7.6391,21.6128
PJ62,06/13/2024 15:53:42.017,33938.0448,32122.3436,-89.0454,126.2015,2.9994,227.9071,93.1928,7.6376,21.6087
PJ62,06/13/2024 15:53:42.517,33931.9856,32116.2845,-89.0683,125.9133,2.9994,227.9083,93.1928,7.6362,21.6046
PJ62,06/13/2024 15:53:43.017,33925.9321,32110.2311,-89.0911,125.6105,2.9994,227.9095,93.1928,7.6348,21.6006
PJ62,06/13/2024 15:53:43.517,33919.8841,32104.1832,-89.1139,125.2918,2.9994,227.9107,93.1928,7.6333,21.5965
PJ62,06/13/2024 15:53:44.017,33913.8418,32098.1410,-89.1367,124.9562,2.9994,227.9118,93.1927,7.6319,21.5924
PJ62,06/13/2024 15:53:44.517,33907.8052,32092.1044,-89.1595,124.6021,2.9994,227.9130,93.1927,7.6304,21.5884
PJ62,06/13/2024 15:53:45.017,33901.7741,32086.0735,-89.1823,124.2282,2.9994,227.9142,93.1927,7.6290,21.5843
PJ62,06/13/2024 15:53:45.517,33895.7487,32080.0482,-89.2050,123.8326,2.9994,227.9154,93.1927,7.6276,21.5802
PJ62,06/13/2024 15:53:46.017,33889.7289,32074.0285,-89.2277,123.4136,2.9994,227.9165,93.1927,7.6261,21.5762
PJ62,06/13/2024 15:53:46.517,33883.7148,32068.0144,-89.2503,122.9689,2.9994,227.9177,93.1927,7.6247,21.5722
PJ62,06/13/2024 15:53:47.017,33877.7063,32062.0060,-89.2729,122.4964,2.9994,227.9189,93.1927,7.6233,21.5681
PJ62,06/13/2024 15:53:47.517,33871.7035,32056.0033,-89.2955,121.9933,2.9994,227.9201,93.1926,7.6219,21.5641
PJ62,06/13/2024 15:53:48.017,33865.7063,32050.0062,-89.3180,121.4567,2.9994,227.9213,93.1926,7.6204,21.5600
PJ62,06/13/2024 15:53:48.517,33859.7148,32044.0147,-89.3405,120.8832,2.9994,227.9224,93.1926,7.6190,21.5560
PJ62,06/13/2024 15:53:49.017,33853.7290,32038.0289,-89.3629,120.2690,2.9994,227.9236,93.1926,7.6176,21.5520
PJ62,06/13/2024 15:53:49.517,33847.7488,32032.0488,-89.3852,119.6098,2.9994,227.9248,93.1926,7.6162,21.5480
PJ62,06/13/2024 15:53:50.017,33841.7742,32026.0743,-89.4075,118.9007,2.9994,227.9260,93.1925,7.6147,21.5439
PJ62,06/13/2024 15:53:50.517,33835.8054,32020.1055,-89.4296,118.1360,2.9994,227.9271,93.1925,7.6133,21.5399
PJ62,06/13/2024 15:53:51.017,33829.8422,32014.1423,-89.4517,117.3092,2.9994,227.9283,93.1925,7.6119,21.5359
PJ62,06/13/2024 15:53:51.517,33823.8846,32008.1849,-89.4736,116.4129,2.9994,227.9295,93.1925,7.6105,21.5319
PJ62,06/13/2024 15:53:52.017,33817.9328,32002.2331,-89.4954,115.4385,2.9994,227.9307,93.1925,7.6091,21.5279
PJ62,06/13/2024 15:53:52.517,33811.9866,31996.2869,-89.5171,114.3759,2.9994,227.9318,93.1924,7.6077,21.5239
PJ62,06/13/2024 15:53:53.017,33806.0461,31990.3465,-89.5386,113.2134,2.9994,227.9330,93.1924,7.6062,21.5199
PJ62,06/13/2024 15:53:53.517,33800.1113,31984.4117,-89.5598,111.9374,2.9994,227.9342,93.1924,7.6048,21.5159
PJ62,06/13/2024 15:53:54.017,33794.1822,31978.4826,-89.5809,110.5319,2.9994,227.9354,93.1924,7.6034,21.5119
PJ62,06/13/2024 15:53:54.517,33788.2588,31972.5592,-89.6017,108.9781,2.9994,227.9366,93.1923,7.6020,21.5079
PJ62,06/13/2024 15:53:55.017,33782.3410,31966.6415,-89.6221,107.2540,2.9994,227.9377,93.1923,7.6006,21.5040
PJ62,06/13/2024 15:53:55.517,33776.4290,31960.7295,-89.6422,105.3337,2.9994,227.9389,93.1923,7.5992,21.5000
PJ62,06/13/2024 15:53:56.017,33770.5227,31954.8232,-89.6618,103.1869,2.9994,227.9401,93.1923,7.5978,21.4960
PJ62,06/13/2024 15:53:56.517,33764.6220,31948.9226,-89.6810,100.7783,2.9994,227.9413,93.1922,7.5964,21.4920
PJ62,06/13/2024 15:53:57.017,33758.7271,31943.0277,-89.6994,98.0670,2.9994,227.9424,93.1922,7.5950,21.4881
PJ62,06/13/2024 15:53:57.517,33752.8379,31937.1385,-89.7172,95.0072,2.9994,227.9436,93.1922,7.5936,21.4841
PJ62,06/13/2024 15:53:58.017,33746.9544,31931.2550,-89.7340,91.5481,2.9994,227.9448,93.1922,7.5922,21.4802
PJ62,06/13/2024 15:53:58.517,33741.0766,31925.3772,-89.7497,87.6372,2.9994,227.9460,93.1921,7.5908,21.4762
PJ62,06/13/2024 15:53:59.017,33735.2045,31919.5051,-89.7641,83.2238,2.9994,227.9472,93.1921,7.5894,21.4723
PJ62,06/13/2024 15:53:59.517,33729.3382,31913.6388,-89.7770,78.2681,2.9994,227.9483,93.1921,7.5880,21.4683
PJ62,06/13/2024 15:54:00.017,33723.4776,31907.7781,-89.7879,72.7521,2.9994,227.9495,93.1920,7.5866,21.4644
PJ62,06/13/2024 15:54:00.517,33717.6227,31901.9232,-89.7968,66.6948,2.9994,227.9507,93.1920,7.5852,21.4604
PJ62,06/13/2024 15:54:01.017,33711.7735,31896.0741,-89.8031,60.1664,2.9994,227.9519,93.1920,7.5838,21.4565
PJ62,06/13/2024 15:54:01.517,33705.9301,31890.2306,-89.8068,53.2959,2.9994,227.9530,93.1919,7.5824,21.4526
PJ62,06/13/2024 15:54:02.017,33700.0924,31884.3929,-89.8075,46.2636,2.9994,227.9542,93.1919,7.5811,21.4486
PJ62,06/13/2024 15:54:02.517,33694.2604,31878.5609,-89.8054,39.2769,2.9994,227.9554,93.1919,7.5797,21.4447
PJ62,06/13/2024 15:54:03.017,33688.4342,31872.7347,-89.8005,32.5354,2.9994,227.9566,93.1918,7.5783,21.4408
PJ62,06/13/2024 15:54:03.517,33682.6137,31866.9142,-89.7930,26.1990,2.9994,227.9578,93.1918,7.5769,21.4369
PJ62,06/13/2024 15:54:04.017,33676.7990,31861.0994,-89.7831,20.3712,2.9994,227.9589,93.1918,7.5755,21.4330
PJ62,06/13/2024 15:54:04.517,33670.9900,31855.2904,-89.7712,15.0985,2.9994,227.9601,93.1917,7.5741,21.4291
PJ62,06/13/2024 15:54:05.017,33665.1868,31849.4871,-89.7575,10.3820,2.9994,227.9613,93.1917,7.5728,21.4251
PJ62,06/13/2024 15:54:05.517,33659.3893,31843.6896,-89.7424,6.1924,2.9994,227.9625,93.1917,7.5714,21.4213
PJ62,06/13/2024 15:54:06.017,33653.5976,31837.8979,-89.7260,2.4840,2.9994,227.9636,93.1916,7.5700,21.4174
PJ62,06/13/2024 15:54:06.517,33647.8117,31832.1119,-89.7086,359.2046,2.9994,227.9648,93.1916,7.5686,21.4135
PJ62,06/13/2024 15:54:07.017,33642.0315,31826.3317,-89.6904,356.3020,2.9994,227.9660,93.1915,7.5673,21.4096
PJ62,06/13/2024 15:54:07.517,33636.2571,31820.5572,-89.6715,353.7274,2.9994,227.9672,93.1915,7.5659,21.4057
PJ62,06/13/2024 15:54:08.017,33630.4885,31814.7885,-89.6519,351.4371,2.9994,227.9684,93.1915,7.5645,21.4018
PJ62,06/13/2024 15:54:08.517,33624.7256,31809.0256,-89.6319,349.3926,2.9994,227.9695,93.1914,7.5631,21.3979
PJ62,06/13/2024 15:54:09.017,33618.9685,31803.2685,-89.6114,347.5609,2.9994,227.9707,93.1914,7.5618,21.3941
PJ62,06/13/2024 15:54:09.517,33613.2172,31797.5171,-89.5905,345.9137,2.9994,227.9719,93.1913,7.5604,21.3902
PJ62,06/13/2024 15:54:10.017,33607.4717,31791.7715,-89.5694,344.4268,2.9994,227.9731,93.1913,7.5590,21.3863
PJ62,06/13/2024 15:54:10.517,33601.7320,31786.0317,-89.5480,343.0796,2.9994,227.9742,93.1913,7.5577,21.3825
PJ62,06/13/2024 15:54:11.017,33595.9980,31780.2977,-89.5263,341.8547,2.9994,227.9754,93.1912,7.5563,21.3786
PJ62,06/13/2024 15:54:11.517,33590.2699,31774.5695,-89.5044,340.7371,2.9994,227.9766,93.1912,7.5549,21.3748
PJ62,06/13/2024 15:54:12.017,33584.5475,31768.8470,-89.4824,339.7140,2.9994,227.9778,93.1911,7.5536,21.3709
PJ62,06/13/2024 15:54:12.517,33578.8310,31763.1304,-89.4602,338.7747,2.9994,227.9790,93.1911,7.5522,21.3671
PJ62,06/13/2024 15:54:13.017,33573.1202,31757.4196,-89.4378,337.9095,2.9994,227.9801,93.1910,7.5509,21.3632
PJ62,06/13/2024 15:54:13.517,33567.4153,31751.7145,-89.4153,337.1106,2.9994,227.9813,93.1910,7.5495,21.3594
PJ62,06/13/2024 15:54:14.017,33561.7161,31746.0153,-89.3928,336.3707,2.9994,227.9825,93.1909,7.5482,21.3555
PJ62,06/13/2024 15:54:14.517,33556.0228,31740.3219,-89.3701,335.6839,2.9994,227.9837,93.1909,7.5468,21.3517
PJ62,06/13/2024 15:54:15.017,33550.3353,31734.6342,-89.3473,335.0448,2.9994,227.9848,93.1908,7.5454,21.3479
PJ62,06/13/2024 15:54:15.517,33544.6536,31728.9524,-89.3244,334.4488,2.9994,227.9860,93.1908,7.5441,21.3441
PJ62,06/13/2024 15:54:16.017,33538.9777,31723.2764,-89.3015,333.8917,2.9994,227.9872,93.1907,7.5427,21.3402
PJ62,06/13/2024 15:54:16.517,33533.3076,31717.6063,-89.2785,333.3700,2.9994,227.9884,93.1907,7.5414,21.3364
PJ62,06/13/2024 15:54:17.017,33527.6434,31711.9419,-89.2554,332.8805,2.9994,227.9896,93.1906,7.5401,21.3326
PJ62,06/13/2024 15:54:17.517,33521.9850,31706.2834,-89.2322,332.4204,2.9994,227.9907,93.1906,7.5387,21.3288
PJ62,06/13/2024 15:54:18.017,33516.3324,31700.6307,-89.2091,331.9872,2.9994,227.9919,93.1905,7.5374,21.3250
PJ62,06/13/2024 15:54:18.517,33510.6857,31694.9838,-89.1858,331.5786,2.9994,227.9931,93.1905,7.5360,21.3212
PJ62,06/13/2024 15:54:19.017,33505.0448,31689.3428,-89.1625,331.1926,2.9994,227.9943,93.1904,7.5347,21.3174
PJ62,06/13/2024 15:54:19.517,33499.4097,31683.7076,-89.1392,330.8275,2.9994,227.9954,93.1904,7.5333,21.3136
PJ62,06/13/2024 15:54:20.017,33493.7805,31678.0783,-89.1158,330.4816,2.9994,227.9966,93.1903,7.5320,21.3098
PJ62,06/13/2024 15:54:20.517,33488.1571,31672.4548,-89.0924,330.1535,2.9994,227.9978,93.1903,7.5307,21.3061
PJ62,06/13/2024 15:54:21.017,33482.5396,31666.8371,-89.0690,329.8418,2.9994,227.9990,93.1902,7.5293,21.3023
PJ62,06/13/2024 15:54:21.517,33476.9279,31661.2253,-89.0455,329.5455,2.9994,228.0002,93.1902,7.5280,21.2985
PJ62,06/13/2024 15:54:22.017,33471.3221,31655.6193,-89.0220,329.2633,2.9994,228.0013,93.1901,7.5267,21.2947
PJ62,06/13/2024 15:54:22.517,33465.7221,31650.0192,-88.9984,328.9944,2.9994,228.0025,93.1901,7.5253,21.2910
PJ62,06/13/2024 15:54:23.017,33460.1280,31644.4250,-88.9748,328.7377,2.9994,228.0037,93.1900,7.5240,21.2872
PJ62,06/13/2024 15:54:23.517,33454.5398,31638.8366,-88.9512,328.4926,2.9994,228.0049,93.1899,7.5227,21.2834
PJ62,06/13/2024 15:54:24.017,33448.9574,31633.2540,-88.9276,328.2583,2.9994,228.0060,93.1899,7.5213,21.2797
PJ62,06/13/2024 15:54:24.517,33443.3809,31627.6774,-88.9039,328.0341,2.9994,228.0072,93.1898,7.5200,21.2759
PJ62,06/13/2024 15:54:25.017,33437.8103,31622.1066,-88.8803,327.8193,2.9994,228.0084,93.1898,7.5187,21.2722
PJ62,06/13/2024 15:54:25.517,33432.2455,31616.5417,-88.8566,327.6134,2.9994,228.0096,93.1897,7.5174,21.2684
PJ62,06/13/2024 15:54:26.017,33426.6866,31610.9826,-88.8328,327.4158,2.9994,228.0108,93.1896,7.5160,21.2647
PJ62,06/13/2024 15:54:26.517,33421.1337,31605.4294,-88.8091,327.2261,2.9994,228.0119,93.1896,7.5147,21.2610
PJ62,06/13/2024 15:54:27.017,33415.5865,31599.8822,-88.7853,327.0438,2.9994,228.0131,93.1895,7.5134,21.2572
PJ62,06/13/2024 15:54:27.517,33410.0453,31594.3408,-88.7615,326.8685,2.9994,228.0143,93.1895,7.5121,21.2535
PJ62,06/13/2024 15:54:28.017,33404.5100,31588.8052,-88.7377,326.6997,2.9994,228.0155,93.1894,7.5108,21.2498
PJ62,06/13/2024 15:54:28.517,33398.9805,31583.2756,-88.7139,326.5373,2.9994,228.0166,93.1893,7.5095,21.2461
PJ62,06/13/2024 15:54:29.017,33393.4570,31577.7519,-88.6901,326.3807,2.9994,228.0178,93.1893,7.5081,21.2424
PJ62,06/13/2024 15:54:29.517,33387.9394,31572.2340,-88.6662,326.2297,2.9994,228.0190,93.1892,7.5068,21.2386
PJ62,06/13/2024 15:54:30.017,33382.4276,31566.7221,-88.6423,326.0840,2.9994,228.0202,93.1891,7.5055,21.2349
PJ62,06/13/2024 15:54:30.517,33376.9218,31561.2161,-88.6184,325.9433,2.9994,228.0213,93.1891,7.5042,21.2312
PJ62,06/13/2024 15:54:31.017,33371.4219,31555.7159,-88.5945,325.8074,2.9994,228.0225,93.1890,7.5029,21.2275
PJ62,06/13/2024 15:54:31.517,33365.9278,31550.2217,-88.5706,325.6761,2.9994,228.0237,93.1889,7.5016,21.2238
PJ62,06/13/2024 15:54:32.017,33360.4397,31544.7334,-88.5467,325.5491,2.9994,228.0249,93.1889,7.5003,21.2201
PJ62,06/13/2024 15:54:32.517,33354.9575,31539.2510,-88.5227,325.4262,2.9994,228.0261,93.1888,7.4990,21.2165
PJ62,06/13/2024 15:54:33.017,33349.4813,31533.7745,-88.4987,325.3072,2.9994,228.0272,93.1887,7.4977,21.2128
PJ62,06/13/2024 15:54:33.517,33344.0109,31528.3039,-88.4748,325.1919,2.9994,228.0284,93.1887,7.4964,21.2091
PJ62,06/13/2024 15:54:34.017,33338.5465,31522.8393,-88.4508,325.0803,2.9994,228.0296,93.1886,7.4951,21.2054
PJ62,06/13/2024 15:54:34.517,33333.0880,31517.3806,-88.4268,324.9720,2.9994,228.0308,93.1885,7.4938,21.2017
PJ62,06/13/2024 15:54:35.017,33327.6354,31511.9278,-88.4027,324.8670,2.9994,228.0319,93.1884,7.4925,21.1981
PJ62,06/13/2024 15:54:35.517,33322.1888,31506.4809,-88.3787,324.7651,2.9994,228.0331,93.1884,7.4912,21.1944
PJ62,06/13/2024 15:54:36.017,33316.7481,31501.0400,-88.3546,324.6662,2.9994,228.0343,93.1883,7.4899,21.1907
PJ62,06/13/2024 15:54:36.517,33311.3134,31495.6050,-88.3306,324.5701,2.9994,228.0355,93.1882,7.4886,21.1871
PJ62,06/13/2024 15:54:37.017,33305.8846,31490.1759,-88.3065,324.4768,2.9994,228.0367,93.1882,7.4873,21.1834
PJ62,06/13/2024 15:54:37.517,33300.4617,31484.7528,-88.2824,324.3860,2.9994,228.0378,93.1881,7.4860,21.1798
PJ62,06/13/2024 15:54:38.017,33295.0448,31479.3357,-88.2583,324.2978,2.9994,228.0390,93.1880,7.4847,21.1761
PJ62,06/13/2024 15:54:38.517,33289.6338,31473.9245,-88.2342,324.2120,2.9994,228.0402,93.1879,7.4835,21.1725
PJ62,06/13/2024 15:54:39.017,33284.2288,31468.5192,-88.2101,324.1286,2.9994,228.0414,93.1879,7.4822,21.1689
PJ62,06/13/2024 15:54:39.517,33278.8298,31463.1199,-88.1859,324.0473,2.9994,228.0425,93.1878,7.4809,21.1652
PJ62,06/13/2024 15:54:40.017,33273.4367,31457.7265,-88.1618,323.9682,2.9994,228.0437,93.1877,7.4796,21.1616
PJ62,06/13/2024 15:54:40.517,33268.0495,31452.3391,-88.1376,323.8911,2.9994,228.0449,93.1876,7.4783,21.1580
PJ62,06/13/2024 15:54:41.017,33262.6684,31446.9577,-88.1135,323.8161,2.9994,228.0461,93.1875,7.4770,21.1544
PJ62,06/13/2024 15:54:41.517,33257.2932,31441.5822,-88.0893,323.7429,2.9994,228.0473,93.1875,7.4758,21.1508
PJ62,06/13/2024 15:54:42.017,33251.9240,31436.2127,-88.0651,323.6715,2.9994,228.0484,93.1874,7.4745,21.1471
PJ62,06/13/2024 15:54:42.517,33246.5607,31430.8492,-88.0409,323.6020,2.9994,228.0496,93.1873,7.4732,21.1435
PJ62,06/13/2024 15:54:43.017,33241.2035,31425.4917,-88.0167,323.5341,2.9994,228.0508,93.1872,7.4719,21.1399
PJ62,06/13/2024 15:54:43.517,33235.8522,31420.1401,-87.9925,323.4679,2.9994,228.0520,93.1871,7.4707,21.1363
PJ62,06/13/2024 15:54:44.017,33230.5069,31414.7945,-87.9682,323.4032,2.9994,228.0531,93.1871,7.4694,21.1327
PJ62,06/13/2024 15:54:44.517,33225.1676,31409.4549,-87.9440,323.3401,2.9994,228.0543,93.1870,7.4681,21.1291
PJ62,06/13/2024 15:54:45.017,33219.8342,31404.1213,-87.9197,323.2785,2.9994,228.0555,93.1869,7.4669,21.1256
PJ62,06/13/2024 15:54:45.517,33214.5069,31398.7936,-87.8954,323.2183,2.9994,228.0567,93.1868,7.4656,21.1220
PJ62,06/13/2024 15:54:46.017,33209.1855,31393.4720,-87.8712,323.1595,2.9994,228.0579,93.1867,7.4643,21.1184
PJ62,06/13/2024 15:54:46.517,33203.8702,31388.1563,-87.8469,323.1020,2.9994,228.0590,93.1866,7.4631,21.1148
PJ62,06/13/2024 15:54:47.017,33198.5609,31382.8467,-87.8226,323.0458,2.9994,228.0602,93.1866,7.4618,21.1112
PJ62,06/13/2024 15:54:47.517,33193.2575,31377.5430,-87.7983,322.9908,2.9994,228.0614,93.1865,7.4605,21.1077
PJ62,06/13/2024 15:54:48.017,33187.9602,31372.2454,-87.7740,322.9371,2.9994,228.0626,93.1864,7.4593,21.1041
PJ62,06/13/2024 15:54:48.517,33182.6689,31366.9537,-87.7496,322.8845,2.9994,228.0637,93.1863,7.4580,21.1005
PJ62,06/13/2024 15:54:49.017,33177.3836,31361.6681,-87.7253,322.8331,2.9994,228.0649,93.1862,7.4568,21.0970
PJ62,06/13/2024 15:54:49.517,33172.1043,31356.3885,-87.7010,322.7827,2.9994,228.0661,93.1861,7.4555,21.0934
PJ62,06/13/2024 15:54:50.017,33166.8310,31351.1149,-87.6766,322.7335,2.9994,228.0673,93.1860,7.4543,21.0899
PJ62,06/13/2024 15:54:50.517,33161.5637,31345.8473,-87.6522,322.6852,2.9994,228.0685,93.1859,7.4530,21.0864
PJ62,06/13/2024 15:54:51.017,33156.3025,31340.5857,-87.6279,322.6380,2.9994,228.0696,93.1859,7.4518,21.0828
PJ62,06/13/2024 15:54:51.517,33151.0473,31335.3301,-87.6035,322.5917,2.9994,228.0708,93.1858,7.4505,21.0793
PJ62,06/13/2024 15:54:52.017,33145.7981,31330.0806,-87.5791,322.5463,2.9994,228.0720,93.1857,7.4493,21.0757
PJ62,06/13/2024 15:54:52.517,33140.5550,31324.8371,-87.5547,322.5019,2.9994,228.0732,93.1856,7.4480,21.0722
PJ62,06/13/2024 15:54:53.017,33135.3179,31319.5997,-87.5303,322.4584,2.9994,228.0743,93.1855,7.4468,21.0687
PJ62,06/13/2024 15:54:53.517,33130.0868,31314.3683,-87.5059,322.4157,2.9994,228.0755,93.1854,7.4455,21.0652
PJ62,06/13/2024 15:54:54.017,33124.8618,31309.1429,-87.4814,322.3739,2.9994,228.0767,93.1853,7.4443,21.0617
PJ62,06/13/2024 15:54:54.517,33119.6428,31303.9235,-87.4570,322.3328,2.9994,228.0779,93.1852,7.4430,21.0581
PJ62,06/13/2024 15:54:55.017,33114.4299,31298.7102,-87.4326,322.2926,2.9994,228.0791,93.1851,7.4418,21.0546
PJ62,06/13/2024 15:54:55.517,33109.2230,31293.5030,-87.4081,322.2531,2.9994,228.0802,93.1850,7.4406,21.0511
PJ62,06/13/2024 15:54:56.017,33104.0221,31288.3018,-87.3836,322.2144,2.9994,228.0814,93.1849,7.4393,21.0476
PJ62,06/13/2024 15:54:56.517,33098.8274,31283.1066,-87.3592,322.1764,2.9994,228.0826,93.1848,7.4381,21.0441
PJ62,06/13/2024 15:54:57.017,33093.6386,31277.9175,-87.3347,322.1391,2.9994,228.0838,93.1847,7.4369,21.0407
PJ62,06/13/2024 15:54:57.517,33088.4560,31272.7345,-87.3102,322.1025,2.9994,228.0849,93.1846,7.4356,21.0372
PJ62,06/13/2024 15:54:58.017,33083.2794,31267.5575,-87.2857,322.0666,2.9994,228.0861,93.1845,7.4344,21.0337
PJ62,06/13/2024 15:54:58.517,33078.1089,31262.3866,-87.2612,322.0313,2.9994,228.0873,93.1844,7.4332,21.0302
PJ62,06/13/2024 15:54:59.017,33072.9444,31257.2217,-87.2367,321.9966,2.9994,228.0885,93.1843,7.4319,21.0267
PJ62,06/13/2024 15:54:59.517,33067.7860,31252.0629,-87.2121,321.9626,2.9994,228.0897,93.1842,7.4307,21.0233
PJ62,06/13/2024 15:55:00.017,33062.6337,31246.9102,-87.1876,321.9292,2.9994,228.0908,93.1841,7.4295,21.0198
PJ62,06/13/2024 15:55:00.517,33057.4875,31241.7636,-87.1631,321.8964,2.9994,228.0920,93.1840,7.4283,21.0163
PJ62,06/13/2024 15:55:01.017,33052.3473,31236.6230,-87.1385,321.8641,2.9994,228.0932,93.1839,7.4270,21.0129
PJ62,06/13/2024 15:55:01.517,33047.2133,31231.4885,-87.1139,321.8324,2.9994,228.0944,93.1838,7.4258,21.0094
PJ62,06/13/2024 15:55:02.017,33042.0853,31226.3601,-87.0894,321.8012,2.9994,228.0955,93.1837,7.4246,21.0060
PJ62,06/13/2024 15:55:02.517,33036.9634,31221.2378,-87.0648,321.7706,2.9994,228.0967,93.1836,7.4234,21.0025
PJ62,06/13/2024 15:55:03.017,33031.8476,31216.1216,-87.0402,321.7405,2.9994,228.0979,93.1835,7.4222,20.9991
PJ62,06/13/2024 15:55:03.517,33026.7379,31211.0115,-87.0156,321.7109,2.9994,228.0991,93.1834,7.4209,20.9956
PJ62,06/13/2024 15:55:04.017,33021.6343,31205.9075,-86.9910,321.6818,2.9994,228.1002,93.1833,7.4197,20.9922
PJ62,06/13/2024 15:55:04.517,33016.5368,31200.8095,-86.9664,321.6531,2.9994,228.1014,93.1832,7.4185,20.9888
PJ62,06/13/2024 15:55:05.017,33011.4454,31195.7177,-86.9418,321.6250,2.9994,228.1026,93.1831,7.4173,20.9854
PJ62,06/13/2024 15:55:05.517,33006.3601,31190.6319,-86.9171,321.5973,2.9994,228.1038,93.1830,7.4161,20.9819
PJ62,06/13/2024 15:55:06.017,33001.2809,31185.5523,-86.8925,321.5700,2.9994,228.1050,93.1829,7.4149,20.9785
PJ62,06/13/2024 15:55:06.517,32996.2078,31180.4788,-86.8679,321.5432,2.9994,228.1061,93.1827,7.4137,20.9751
PJ62,06/13/2024 15:55:07.017,32991.1409,31175.4114,-86.8432,321.5168,2.9994,228.1073,93.1826,7.4125,20.9717
PJ62,06/13/2024 15:55:07.517,32986.0800,31170.3501,-86.8186,321.4909,2.9994,228.1085,93.1825,7.4113,20.9683
PJ62,06/13/2024 15:55:08.017,32981.0253,31165.2949,-86.7939,321.4653,2.9994,228.1097,93.1824,7.4101,20.9649
PJ62,06/13/2024 15:55:08.517,32975.9767,31160.2459,-86.7692,321.4401,2.9994,228.1108,93.1823,7.4089,20.9615
PJ62,06/13/2024 15:55:09.017,32970.9343,31155.2030,-86.7445,321.4154,2.9994,228.1120,93.1822,7.4077,20.9581
PJ62,06/13/2024 15:55:09.517,32965.8979,31150.1661,-86.7198,321.3910,2.9994,228.1132,93.1821,7.4065,20.9547
PJ62,06/13/2024 15:55:10.017,32960.8677,31145.1355,-86.6951,321.3670,2.9994,228.1144,93.1820,7.4053,20.9513
PJ62,06/13/2024 15:55:10.517,32955.8437,31140.1109,-86.6704,321.3433,2.9994,228.1156,93.1818,7.4041,20.9480
PJ62,06/13/2024 15:55:11.017,32950.8257,31135.0925,-86.6457,321.3200,2.9994,228.1167,93.1817,7.4029,20.9446
PJ62,06/13/2024 15:55:11.517,32945.8139,31130.0802,-86.6210,321.2971,2.9994,228.1179,93.1816,7.4017,20.9412
PJ62,06/13/2024 15:55:12.017,32940.8083,31125.0741,-86.5962,321.2745,2.9994,228.1191,93.1815,7.4005,20.9378
PJ62,06/13/2024 15:55:12.517,32935.8088,31120.0741,-86.5715,321.2523,2.9994,228.1203,93.1814,7.3993,20.9345
PJ62,06/13/2024 15:55:13.017,32930.8154,31115.0803,-86.5467,321.2303,2.9994,228.1214,93.1813,7.3981,20.9311
PJ62,06/13/2024 15:55:13.517,32925.8282,31110.0926,-86.5220,321.2087,2.9994,228.1226,93.1811,7.3970,20.9278
PJ62,06/13/2024 15:55:14.017,32920.8472,31105.1110,-86.4972,321.1874,2.9994,228.1238,93.1810,7.3958,20.9244
PJ62,06/13/2024 15:55:14.517,32915.8723,31100.1356,-86.4724,321.1664,2.9994,228.1250,93.1809,7.3946,20.9211
PJ62,06/13/2024 15:55:15.017,32910.9036,31095.1664,-86.4476,321.1458,2.9994,228.1262,93.1808,7.3934,20.9177
PJ62,06/13/2024 15:55:15.517,32905.9410,31090.2033,-86.4228,321.1254,2.9994,228.1273,93.1807,7.3922,20.9144
